"Name","Category","Brand","Color","Audience","Price USD","Image Link","Description","Generic Colors"
"Jordan Air Jordan 1 Mid SE","Basketball","Jordan","Black / Silver / White","Men's","99.99","https://images.footlocker.com/is/image/EBFL2/V0789010?wid=250&hei=250","The Jordan Air Jordan 1 Mid SE features premium Jordan construction and classic basketball styling. Built for comfort and durability, it delivers authentic Jordan heritage with modern appeal.","Black / Grey / White"
"Nike Air Force 1 Low '07","Lifestyle","Nike","Phantom","Men's","125","https://images.footlocker.com/is/image/EBFL2/Q8714003?wid=250&hei=250","The Air Force 1 is Nike's iconic basketball-turned-lifestyle sneaker. Featuring premium leather construction and Air cushioning, it delivers timeless style with all-day comfort.","Phantom"
"Jordan Max Aura 6","Basketball","Jordan","Black / White / Red","Men's","109.99","https://images.footlocker.com/is/image/EBFL2/Q8298006?wid=250&hei=250","The Jordan Max Aura 6 features premium Jordan construction and classic basketball styling. Built for comfort and durability, it delivers authentic Jordan heritage with modern appeal.","Black / White / Red"
"New Balance 2002R","Running","New Balance","Black / White","Men's","145","https://images.footlocker.com/is/image/EBFL2/M2002RBK?wid=250&hei=250","The New Balance 2002R features New Balance's signature comfort technology and quality construction. With premium materials and supportive design, it delivers performance with everyday style.","Black / White"
"Jordan MVP","Basketball","Jordan","White / Blue / Grey","Men's","124.99","https://images.footlocker.com/is/image/EBFL2/Z4475101?wid=250&hei=250","The Jordan MVP features premium Jordan construction and classic basketball styling. Built for comfort and durability, it delivers authentic Jordan heritage with modern appeal.","White / Blue / Grey"
"Crocs Classic Clogs","Lifestyle","Crocs","Blue Bolt","Men's","50","https://images.footlocker.com/is/image/EBFL2/100014KZ?wid=250&hei=250","The Crocs Classic Clogs features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Blue"
"adidas Originals Samba","Lifestyle","adidas","Core Black / Cloud White / Gum","Men's","100","https://images.footlocker.com/is/image/EBFL2/B75807?wid=250&hei=250","The adidas Originals Samba features adidas' quality construction and athletic heritage design. Built with premium materials and comfortable fit, it delivers performance style with everyday appeal.","Black / White / Brown"
"Nike Air Max 90","Running","Nike","Light Sky Grey / Phantom","Men's","114.99","https://images.footlocker.com/is/image/EBFL2/M0029005?wid=250&hei=250","The Air Max 90 features Nike's iconic visible Air cushioning and premium construction. With breathable materials and classic design, it delivers retro style with modern comfort.","Grey / Phantom"
"Jordan Spizike Low","Basketball","Jordan","Sail / Storm Blue / Varsity Red","Men's","165","https://images.footlocker.com/is/image/EBFL2/M2176133?wid=250&hei=250","The Jordan Spizike blends elements from multiple classic Air Jordan models. Featuring premium construction and hybrid design, it delivers unique style with comfortable performance.","White / Blue / Red"
"Nike Air Max Plus","Running","Nike","Pure Platinum / White / University Red","Men's","190","https://images.footlocker.com/is/image/EBFL2/M0032017?wid=250&hei=250","The Air Max features Nike's signature visible Air cushioning technology. Built with premium materials and classic styling, it delivers comfort and performance with iconic design.","Grey / White / Red"
"adidas Ultraboost 1.0","Running","adidas","White / White","Men's","180","https://images.footlocker.com/is/image/EBFL2/HQ4202?wid=250&hei=250","The Ultraboost features adidas' responsive Boost cushioning technology. With premium knit construction and energy-returning sole, it delivers performance comfort with modern style.","White / White"
"Jordan Flight Court","Basketball","Jordan","Black / Gum","Men's","94.99","https://images.footlocker.com/is/image/EBFL2/F3255001?wid=250&hei=250","The Jordan Flight Court features premium Jordan construction and classic basketball styling. Built for comfort and durability, it delivers authentic Jordan heritage with modern appeal.","Black / Brown"
"adidas Originals Campus 00s","Lifestyle","adidas","Off White / Core Black / Cloud White","Men's","76.99","https://images.footlocker.com/is/image/EBFL2/HQ8708?wid=250&hei=250","The adidas Originals Campus 00s features adidas' quality construction and athletic heritage design. Built with premium materials and comfortable fit, it delivers performance style with everyday appeal.","White / Black / White"
"Nike KD 17","Basketball","Nike","Metallic Gold / Black / Light Iron Ore","Men's","119.99","https://images.footlocker.com/is/image/EBFL2/J9487003?wid=250&hei=250","The Nike KD 17 features premium basketball construction and performance design. Built with quality materials and supportive fit, it delivers court-ready style with athletic comfort.","Yellow / Black / Light Iron Ore"
"Nike Air Max DN8","Running","Nike","Black / Anthracite / Black","Men's","200","https://images.footlocker.com/is/image/EBFL2/Q7860002?wid=250&hei=250","The Air Max features Nike's signature visible Air cushioning technology. Built with premium materials and classic styling, it delivers comfort and performance with iconic design.","Black / Anthracite / Black"
"Nike Vomero 5","Lifestyle","Nike","Black / Volt / White","Men's","129.99","https://images.footlocker.com/is/image/EBFL2/F9149701?wid=250&hei=250","The Nike Vomero 5 features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Black / Volt / White"
"PUMA MB.01 Golden Child","Lifestyle","Puma","Orange / Gold","Men's","94.99","https://images.footlocker.com/is/image/EBFL2/37922301?wid=250&hei=250","The PUMA MB.01 Golden Child features Puma's athletic design and quality construction. Built with premium materials and comfortable fit, it delivers sport-inspired style with everyday performance.","Orange / Yellow"
"Jordan Spizike Low","Basketball","Jordan","Brown / Tan","Men's","144.99","https://images.footlocker.com/is/image/EBFL2/Q1759201?wid=250&hei=250","The Jordan Spizike blends elements from multiple classic Air Jordan models. Featuring premium construction and hybrid design, it delivers unique style with comfortable performance.","Brown / Brown"
"ASICS GEL-NYC","Running","ASICS","White / Glacier Grey","Men's","130","https://images.footlocker.com/is/image/EBFL2/3A383109?wid=250&hei=250","The ASICS GEL-NYC features advanced cushioning technology and lightweight construction. Built for running performance and comfort, it delivers athletic style with responsive feel.","White / Grey"
"Jordan Franchise Slides","Basketball","Jordan","Black / Red / White","Men's","35","https://images.footlocker.com/is/image/EBFL2/F3263600?wid=250&hei=250","The Jordan Franchise Slides features premium Jordan construction and classic basketball styling. Built for comfort and durability, it delivers authentic Jordan heritage with modern appeal.","Black / Red / White"
"Nike Air Max 270","Running","Nike","White / Midnight Navy / Silver Metallic","Men's","129.99","https://images.footlocker.com/is/image/EBFL2/H8050406?wid=250&hei=250","The Air Max features Nike's signature visible Air cushioning technology. Built with premium materials and classic styling, it delivers comfort and performance with iconic design.","White / Blue / Grey"
"adidas Originals Campus 00s","Lifestyle","adidas","Better Scarlet / White / Off White","Men's","76.99","https://images.footlocker.com/is/image/EBFL2/H03474?wid=250&hei=250","The adidas Originals Campus 00s features adidas' quality construction and athletic heritage design. Built with premium materials and comfortable fit, it delivers performance style with everyday appeal.","Better Scarlet / White / White"
"adidas Anthony Edwards 1 Low","Lifestyle","adidas","Core Black / Footwear White / Lucid Red","Men's","110","https://images.footlocker.com/is/image/EBFL2/JQ6140?wid=250&hei=250","The adidas Anthony Edwards 1 Low features adidas' quality construction and athletic heritage design. Built with premium materials and comfortable fit, it delivers performance style with everyday appeal.","Black / White / Red"
"Jordan Air Jordan 1 Low SE PJ","Basketball","Jordan","White / Purple / Teal","Men's","94.99","https://images.footlocker.com/is/image/EBFL2/J9013550?wid=250&hei=250","The Jordan Air Jordan 1 Low SE PJ features premium Jordan construction and classic basketball styling. Built for comfort and durability, it delivers authentic Jordan heritage with modern appeal.","White / Purple / Blue"
"Jordan Spizike Low","Basketball","Jordan","Black / Classic Green / Varsity Red","Men's","149.99","https://images.footlocker.com/is/image/EBFL2/Q1759060?wid=250&hei=250","The Jordan Spizike blends elements from multiple classic Air Jordan models. Featuring premium construction and hybrid design, it delivers unique style with comfortable performance.","Black / Green / Red"
"Jordan Retro 1 High OG","Basketball","Jordan","Black / White / White","Men's","180","https://images.footlocker.com/is/image/EBFL2/Z5485010?wid=250&hei=250","The Air Jordan 1 is the iconic basketball sneaker that started it all. Featuring premium leather construction and classic silhouette, it delivers timeless style with modern comfort.","Black / White / White"
"Jordan AJ 1 Mid SE","Basketball","Jordan","White / Blue","Men's","109.99","https://images.footlocker.com/is/image/EBFL2/N5215141?wid=250&hei=250","The Jordan AJ 1 Mid SE features premium Jordan construction and classic basketball styling. Built for comfort and durability, it delivers authentic Jordan heritage with modern appeal.","White / Blue"
"Nike Vomero 5","Lifestyle","Nike","Black / Silver / Pink","Men's","154.99","https://images.footlocker.com/is/image/EBFL2/B9149004?wid=250&hei=250","The Nike Vomero 5 features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Black / Grey / Purple"
"New Balance 574","Lifestyle","New Balance","White / Grey","Men's","100","https://images.footlocker.com/is/image/EBFL2/ML574EVG?wid=250&hei=250","The New Balance 574 features New Balance's signature comfort technology and quality construction. With premium materials and supportive design, it delivers performance with everyday style.","White / Grey"
"Nike Vomero 5","Lifestyle","Nike","Wolf Grey / White / Metallic Silver","Men's","170","https://images.footlocker.com/is/image/EBFL2/F4151003?wid=250&hei=250","The Nike Vomero 5 features premium construction and contemporary design. Built with quality materials and comfortable fit, it delivers versatile style with everyday appeal.","Grey / White / Grey"
